"id";"level";"dump_id";"detect_time";"updated_at";"device_id";"access_point_id";"short_event_id";"created_at"
"1 meter"
35768042;47;41593;"2014-03-17 16:18:12";"2014-03-17 17:14:51.979295";1821;17;7011407;"2014-03-17 17:13:10.461077"
35768041;50;41593;"2014-03-17 16:18:12";"2014-03-17 17:14:51.977419";1821;17;7011407;"2014-03-17 17:13:10.459701"
35768049;45;41593;"2014-03-17 16:18:15";"2014-03-17 17:14:51.991862";1821;17;7011407;"2014-03-17 17:13:10.472068"
35768050;49;41593;"2014-03-17 16:18:15";"2014-03-17 17:14:51.994247";1821;17;7011407;"2014-03-17 17:13:10.4735"
35768047;49;41593;"2014-03-17 16:18:15";"2014-03-17 17:14:51.988381";1821;17;7011407;"2014-03-17 17:13:10.468965"
35768046;48;41593;"2014-03-17 16:18:15";"2014-03-17 17:14:51.986488";1821;17;7011407;"2014-03-17 17:13:10.466966"
35768048;46;41593;"2014-03-17 16:18:15";"2014-03-17 17:14:51.990147";1821;17;7011407;"2014-03-17 17:13:10.470547"
35768055;63;41593;"2014-03-17 16:18:17";"2014-03-17 17:14:52.003031";1821;17;7011407;"2014-03-17 17:13:10.48219"
35768053;49;41593;"2014-03-17 16:18:17";"2014-03-17 17:14:51.999676";1821;17;7011407;"2014-03-17 17:13:10.479156"
35768052;50;41593;"2014-03-17 16:18:17";"2014-03-17 17:14:51.997787";1821;17;7011407;"2014-03-17 17:13:10.477528"
35768051;50;41593;"2014-03-17 16:18:17";"2014-03-17 17:14:51.99593";1821;17;7011407;"2014-03-17 17:13:10.475135"
35768054;48;41593;"2014-03-17 16:18:17";"2014-03-17 17:14:52.001319";1821;17;7011407;"2014-03-17 17:13:10.480702"
35768056;85;41593;"2014-03-17 16:18:17";"2014-03-17 17:14:52.004798";1821;17;7011407;"2014-03-17 17:13:10.483727"
35768060;49;41593;"2014-03-17 16:18:20";"2014-03-17 17:14:52.012047";1821;17;7011407;"2014-03-17 17:13:10.490448"
35768057;50;41593;"2014-03-17 16:18:20";"2014-03-17 17:14:52.00657";1821;17;7011407;"2014-03-17 17:13:10.485417"
35768058;49;41593;"2014-03-17 16:18:20";"2014-03-17 17:14:52.008565";1821;17;7011407;"2014-03-17 17:13:10.487051"
35768059;47;41593;"2014-03-17 16:18:20";"2014-03-17 17:14:52.010348";1821;17;7011407;"2014-03-17 17:13:10.488833"
